case_id,fraud_class,is_fraud,transaction_amount,transaction_hour,account_age_days,transactions_last_24h,transactions_last_7d,transactions_last_1h,average_transaction_amount,amount_deviation_ratio,beneficiary_age_days,beneficiary_transaction_count,failed_otp_attempts,failed_login_attempts,device_age_days,geo_distance_from_usual_location_km,previous_fraud_reports,previous_chargebacks,account_risk_score,device_risk_score,ip_risk_score,velocity_score,beneficiary_risk_score,new_device,new_beneficiary,unusual_location,otp_requested,otp_shared,kyc_recently_changed,password_recently_changed,multiple_failed_logins,suspicious_link_clicked,remote_access_detected,transaction_channel,device_type,authentication_method,beneficiary_type,payment_method,geographic_region,account_type,incident_narrative,split
BENCH_02500,INVESTMENT_FRAUD,True,30112.12,16,1833,4,21,3,7832.84,3.84,14,2,0,0,455,27.5,0,0,0.6,0.37,0.51,0.66,0.93,False,True,False,True,False,False,False,False,False,False,NET_BANKING,ANDROID_MOBILE,MPIN,UNKNOWN_THIRD_PARTY,IMPS,SOUTH_INDIA,CURRENT,Saw social media influencer advertisement about high-yield pre-IPO stock allotment group. Transferred initial margin money.,train
BENCH_01995,PHISHING,True,163942.63,11,1148,12,25,5,29655.4,5.53,3,0,3,1,55,415.4,1,0,0.61,0.73,0.94,0.62,0.78,True,True,False,True,True,False,True,False,True,False,UPI_APP,WINDOWS_DESKTOP,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,UPI_INTENT,WEST_INDIA,SALARY,Opened an email warning my tax refund was pending. Entered my net banking credentials and OTP on the portal.,train
BENCH_02563,INVESTMENT_FRAUD,True,103848.37,21,1254,7,16,3,33007.26,3.15,9,1,0,0,779,6.1,0,0,0.61,0.29,0.32,0.66,0.68,False,False,False,True,False,False,False,False,False,False,UPI_APP,MAC_DESKTOP,SMS_OTP,UNKNOWN_THIRD_PARTY,IMPS,CENTRAL_INDIA,SAVINGS,Offered a part-time remote job involving rating hotels and liking videos; required to deposit increasing funds to unlock commissions.,train
BENCH_02594,INVESTMENT_FRAUD,True,55456.88,21,1335,6,12,2,21203.03,2.62,12,1,0,0,478,33.0,0,0,0.72,0.25,0.54,0.67,0.71,False,True,False,True,False,False,False,False,True,False,NET_BANKING,MAC_DESKTOP,MPIN,UNKNOWN_THIRD_PARTY,NEFT,NORTH_INDIA,DIGITAL_WALLET,Offered a part-time remote job involving rating hotels and liking videos; required to deposit increasing funds to unlock commissions.,train
BENCH_02275,IMPERSONATION,True,495640.79,18,466,2,16,3,140793.14,3.52,3,0,0,0,522,14.3,0,0,0.52,0.2,0.4,0.76,0.82,False,True,False,True,False,False,False,False,False,False,UPI_APP,WINDOWS_DESKTOP,BIOMETRIC_FINGERPRINT,UNKNOWN_THIRD_PARTY,RTGS,INTERNATIONAL_IP,CURRENT,Person posing as an old school friend contacted on messaging app asking for immediate financial assistance for medical emergency.,train
BENCH_01835,PHISHING,True,159239.56,19,435,8,23,2,30836.74,5.16,3,0,3,1,54,278.1,0,0,0.88,0.6,0.77,0.73,0.79,True,True,False,True,True,True,False,False,True,False,NET_BANKING,ANDROID_MOBILE,SMS_OTP,UNKNOWN_THIRD_PARTY,UPI_INTENT,NORTH_INDIA,DIGITAL_WALLET,"Got an urgent text message indicating reward points worth ₹159,239.56 were expiring today and prompted to claim through secure portal.",train
BENCH_01621,UPI_FRAUD,True,28019.69,16,1380,8,31,1,9452.3,2.96,6,1,0,0,628,16.5,0,0,0.42,0.3,0.46,0.46,0.75,False,True,False,False,False,False,False,False,True,False,UPI_APP,ANDROID_MOBILE,MPIN,NEW_UNVERIFIED_VPA,UPI_COLLECT,EAST_INDIA,DIGITAL_WALLET,Someone posing as a restaurant refund agent sent a collect link on my messaging app saying money will be returned.,train
BENCH_01018,LEGITIMATE,False,9697.46,19,992,4,11,2,7304.1,1.33,338,41,0,0,144,5.3,0,0,0.17,0.13,0.03,0.29,0.1,False,False,False,True,False,False,False,False,False,False,MOBILE_BANKING,TABLET,SMS_OTP,INDIVIDUAL_P2P,DEBIT_CARD,CENTRAL_INDIA,DIGITAL_WALLET,Routine medical insurance premium payment made online; bank notification received immediately.,train
BENCH_01686,UPI_FRAUD,True,90750.56,20,1473,10,18,2,29814.68,3.04,11,0,0,0,339,23.4,0,0,0.4,0.34,0.46,0.62,0.86,False,True,True,False,False,False,False,False,True,False,UPI_APP,TABLET,MPIN,UNKNOWN_THIRD_PARTY,UPI_INTENT,NORTH_INDIA,CURRENT,Contacted fake helpline found on social media for utility bill delay; executive sent a collect request stating it is verification.,train
BENCH_02531,INVESTMENT_FRAUD,True,579646.28,10,829,3,10,2,101024.97,5.74,8,2,0,0,852,0.7,0,0,0.37,0.16,0.63,0.7,0.75,False,True,False,True,False,False,False,False,False,False,NET_BANKING,MAC_DESKTOP,MPIN,NEW_UNVERIFIED_VPA,IMPS,SOUTH_INDIA,CURRENT,Friend recommended high return automated trading bot requiring deposits into escrow UPI handle.,train
BENCH_01521,UPI_FRAUD,True,6815.46,17,1451,4,13,3,2253.57,3.02,6,0,0,0,47,25.4,0,0,0.45,0.31,0.22,0.61,0.88,False,True,False,True,False,False,False,False,False,False,UPI_APP,TABLET,MPIN,NEW_UNVERIFIED_VPA,UPI_INTENT,EAST_INDIA,SAVINGS,Tried claiming cashback banner on a third-party coupon site which opened UPI app with pre-filled debit collect request.,train
BENCH_02834,ACCOUNT_TAKEOVER,True,443742.85,6,388,17,30,4,86874.21,5.11,0,0,5,5,1,350.6,0,0,0.97,0.97,0.9,0.9,0.95,True,True,True,True,True,False,True,True,False,False,NET_BANKING,IOS_MOBILE,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,IMPS,NORTH_INDIA,CURRENT,Suddenly lost cellular mobile network connectivity; discovered later an unauthorized duplicate e-SIM swap had been executed.,train
BENCH_01351,LEGITIMATE,False,1709.01,16,759,8,24,0,2155.13,0.79,501,3,0,0,412,4.6,0,0,0.06,0.11,0.15,0.14,0.08,False,False,False,True,False,False,False,False,False,False,NET_BANKING,MAC_DESKTOP,BIOMETRIC_FINGERPRINT,MERCHANT_P2M,DEBIT_CARD,EAST_INDIA,CURRENT,Tried paying for flight ticket booking during promotion. Amount debited but airline PNR not generated yet.,train
BENCH_02999,WRONG_TRANSFER,False,21482.23,8,553,3,14,2,19773.27,1.09,0,1,0,0,241,8.9,0,0,0.05,0.13,0.1,0.16,0.19,False,True,False,True,False,False,False,False,False,False,MOBILE_BANKING,ANDROID_MOBILE,MPIN,INDIVIDUAL_P2P,UPI_INTENT,SOUTH_INDIA,SALARY,Mistyped one digit of recipient mobile phone number while sending money via UPI to my brother.,train
BENCH_01350,LEGITIMATE,False,9334.73,21,1961,8,38,0,11310.6,0.83,288,26,0,0,881,4.6,0,0,0.11,0.07,0.14,0.29,0.07,False,False,False,True,False,False,False,False,False,False,UPI_APP,TABLET,BIOMETRIC_FINGERPRINT,UTILITY_BILLER,IMPS,WEST_INDIA,CURRENT,Monthly grocery payment made at supermarket POS terminal. Balance was deducted but merchant terminal timed out.,train
BENCH_02600,INVESTMENT_FRAUD,True,73633.81,15,1542,6,20,3,25686.57,2.87,13,3,0,0,231,21.4,0,0,0.67,0.33,0.54,0.8,0.81,False,True,False,True,False,False,False,False,True,False,NET_BANKING,TABLET,SMS_OTP,UNKNOWN_THIRD_PARTY,NEFT,SOUTH_INDIA,CURRENT,Joined forex trading pool after viewing profit screenshots. Platform showed huge balance but blocked withdrawals demanding tax fees.,train
BENCH_01529,UPI_FRAUD,True,21607.53,22,898,10,30,2,11091.8,1.95,10,0,0,0,233,14.4,0,0,0.46,0.13,0.47,0.68,0.74,False,True,False,False,False,False,False,False,True,False,UPI_APP,MAC_DESKTOP,MPIN,UNKNOWN_THIRD_PARTY,UPI_INTENT,CENTRAL_INDIA,SALARY,Someone posing as a restaurant refund agent sent a collect link on my messaging app saying money will be returned.,train
BENCH_02226,IMPERSONATION,True,10080.9,10,1353,2,9,2,1131.62,8.91,0,0,0,0,185,7.7,0,0,0.74,0.24,0.26,0.77,0.7,False,True,False,True,True,False,False,False,True,False,NET_BANKING,MAC_DESKTOP,MPIN,NEW_UNVERIFIED_VPA,NEFT,NORTH_INDIA,DIGITAL_WALLET,Individual claiming to be income tax commissioner called demanding immediate penalty settlement to avoid bank account freeze.,train
BENCH_02931,WRONG_TRANSFER,False,1637.54,10,1517,4,16,2,2023.01,0.81,0,1,0,0,844,1.4,0,0,0.08,0.02,0.18,0.27,0.22,False,True,False,True,False,False,False,False,False,False,MOBILE_BANKING,IOS_MOBILE,BIOMETRIC_FINGERPRINT,NEW_UNVERIFIED_VPA,UPI_INTENT,WEST_INDIA,SALARY,Transferred tuition fee to another student's virtual payment address due to typo in student ID roll number.,train
BENCH_02343,IMPERSONATION,True,14859.96,10,2324,1,14,2,2771.14,5.36,2,0,0,0,317,17.9,0,0,0.77,0.27,0.27,0.6,0.79,False,True,False,True,False,False,False,False,True,False,MOBILE_BANKING,MAC_DESKTOP,SMS_OTP,UNKNOWN_THIRD_PARTY,NEFT,NORTH_INDIA,DIGITAL_WALLET,Caller stated they were from credit card department offering zero interest rate conversion; asked to verify identity details.,train
BENCH_02037,PHISHING,True,126426.53,14,672,10,21,4,45734.08,2.76,0,0,3,3,49,350.5,0,0,0.71,0.66,0.76,0.75,0.9,True,True,True,True,True,True,False,True,True,False,UPI_APP,MAC_DESKTOP,SMS_OTP,UNKNOWN_THIRD_PARTY,IMPS,NORTH_INDIA,CURRENT,Clicked a notification link warning my SIM card will be deactivated within 24 hours due to pending identity verification.,train
BENCH_01574,UPI_FRAUD,True,8729.14,13,487,4,25,1,1890.48,4.62,6,1,0,0,78,12.8,0,0,0.45,0.25,0.48,0.5,0.83,False,True,True,False,False,False,False,False,True,False,UPI_APP,IOS_MOBILE,MPIN,UNKNOWN_THIRD_PARTY,UPI_COLLECT,NORTH_INDIA,SAVINGS,"Scanned a QR code received over chat believing it was to receive cash prize reward, but ₹8,729.14 was deducted instantly.",train
BENCH_02011,PHISHING,True,6674.59,10,1681,12,28,3,1391.08,4.8,1,0,1,3,56,425.1,0,0,0.79,0.86,0.76,0.72,0.88,True,True,False,True,True,False,False,True,True,False,PAYMENT_GATEWAY,ANDROID_MOBILE,SMS_OTP,UNKNOWN_THIRD_PARTY,UPI_INTENT,EAST_INDIA,DIGITAL_WALLET,Received an alert about suspicious login attempt on net banking with a link to verify identity; entered card numbers and pin.,train
BENCH_02815,ACCOUNT_TAKEOVER,True,565942.61,22,2636,5,24,8,95641.34,5.92,0,0,5,5,1,391.2,0,0,0.79,0.97,0.92,0.95,0.84,True,True,True,True,False,True,True,True,False,False,MOBILE_BANKING,MAC_DESKTOP,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,RTGS,EAST_INDIA,SALARY,Noticed strange login notification from an IP in another state followed by multiple unauthorized IMPS transfers.,train
BENCH_02471,INVESTMENT_FRAUD,True,669214.11,23,1249,6,17,2,217207.52,3.08,8,1,0,0,401,31.6,0,0,0.54,0.19,0.57,0.72,0.74,False,True,False,True,False,False,False,False,False,False,UPI_APP,IOS_MOBILE,SMS_OTP,NEW_UNVERIFIED_VPA,NEFT,WEST_INDIA,DIGITAL_WALLET,Investment advisor in VIP trading group recommended exclusive institutional equity allocation requiring transfer to partner accounts.,train
BENCH_02062,PHISHING,True,96152.66,20,1909,11,23,3,32376.5,2.97,5,0,4,1,29,296.0,0,0,0.67,0.54,0.93,0.68,0.92,True,True,True,True,True,True,False,False,True,False,UPI_APP,ANDROID_MOBILE,SMS_OTP,UNKNOWN_THIRD_PARTY,IMPS,INTERNATIONAL_IP,SALARY,Received an SMS stating electricity supply would be disconnected tonight unless I updated bill details at a shortened link.,train
BENCH_02222,IMPERSONATION,True,32129.09,12,2309,5,17,3,8084.58,3.97,2,0,0,0,427,6.8,0,0,0.56,0.29,0.32,0.75,0.79,False,True,False,True,False,False,False,False,False,False,UPI_APP,ANDROID_MOBILE,SMS_OTP,NEW_UNVERIFIED_VPA,RTGS,INTERNATIONAL_IP,SALARY,Received video call from someone in police uniform claiming a parcel containing contraband was seized at customs in my name.,train
BENCH_02494,INVESTMENT_FRAUD,True,37459.79,15,1236,2,21,3,6805.08,5.5,4,2,0,0,987,7.7,0,0,0.45,0.32,0.37,0.61,0.72,False,True,False,True,False,False,False,False,False,False,NET_BANKING,TABLET,SMS_OTP,UNKNOWN_THIRD_PARTY,IMPS,NORTH_INDIA,CURRENT,Offered a part-time remote job involving rating hotels and liking videos; required to deposit increasing funds to unlock commissions.,train
BENCH_02012,PHISHING,True,7124.34,15,1735,5,11,3,3155.38,2.26,0,0,4,3,54,179.4,1,0,0.84,0.52,0.63,0.64,0.93,True,True,False,True,True,True,True,True,True,False,UPI_APP,IOS_MOBILE,SMS_OTP,UNKNOWN_THIRD_PARTY,UPI_INTENT,WEST_INDIA,SAVINGS,Received an alert about suspicious login attempt on net banking with a link to verify identity; entered card numbers and pin.,train
BENCH_01271,LEGITIMATE,False,7784.03,10,1564,4,34,2,10429.29,0.75,150,21,0,0,496,0.1,0,0,0.19,0.08,0.16,0.28,0.13,False,False,False,True,False,False,False,False,False,False,MOBILE_BANKING,WINDOWS_DESKTOP,BIOMETRIC_FINGERPRINT,MERCHANT_P2M,UPI_INTENT,SOUTH_INDIA,SAVINGS,Transferred funds to a family member for festive shopping expenses through standard UPI app interface.,train
BENCH_02725,ACCOUNT_TAKEOVER,True,587968.98,5,2771,19,33,3,97588.49,6.02,0,0,3,6,0,216.1,1,1,0.78,0.77,0.93,0.82,0.99,True,True,True,True,True,False,True,True,True,True,MOBILE_BANKING,WINDOWS_DESKTOP,SMS_OTP,UNKNOWN_THIRD_PARTY,IMPS,NORTH_INDIA,DIGITAL_WALLET,Suddenly lost cellular mobile network connectivity; discovered later an unauthorized duplicate e-SIM swap had been executed.,train
BENCH_02956,WRONG_TRANSFER,False,9655.61,15,1300,3,16,2,10843.44,0.89,0,0,0,0,845,3.4,0,0,0.16,0.03,0.09,0.1,0.3,False,True,False,True,False,False,False,False,False,False,MOBILE_BANKING,TABLET,SMS_OTP,INDIVIDUAL_P2P,IMPS,EAST_INDIA,DIGITAL_WALLET,Sent funds to previous landlord's old UPI ID instead of current landlord by mistake from transaction history.,train
BENCH_02732,ACCOUNT_TAKEOVER,True,595060.48,22,883,7,33,3,101313.96,5.87,0,0,6,5,3,784.6,1,0,0.96,0.87,0.89,0.82,0.84,True,True,True,True,False,True,True,True,True,True,MOBILE_BANKING,TABLET,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,RTGS,NORTH_INDIA,DIGITAL_WALLET,Attacked by malware that intercepted SMS notifications and initiated transfers from my mobile banking app.,train
BENCH_01677,UPI_FRAUD,True,3262.31,22,459,10,15,1,1627.08,2.01,14,1,0,0,218,20.7,0,0,0.5,0.21,0.47,0.62,0.96,False,True,False,True,False,False,False,False,True,False,UPI_APP,ANDROID_MOBILE,MPIN,NEW_UNVERIFIED_VPA,UPI_INTENT,SOUTH_INDIA,SAVINGS,Someone posing as a restaurant refund agent sent a collect link on my messaging app saying money will be returned.,train
BENCH_01086,LEGITIMATE,False,4086.63,10,300,7,19,2,3818.99,1.07,95,19,0,0,217,7.5,0,0,0.05,0.12,0.16,0.22,0.03,False,True,False,True,False,False,False,False,False,False,POS,WINDOWS_DESKTOP,BIOMETRIC_FINGERPRINT,INDIVIDUAL_P2P,UPI_INTENT,EAST_INDIA,CURRENT,Tried paying for flight ticket booking during promotion. Amount debited but airline PNR not generated yet.,train
BENCH_02949,WRONG_TRANSFER,False,19435.52,15,1670,2,14,1,18212.22,1.07,0,1,0,0,582,3.2,0,0,0.09,0.12,0.11,0.2,0.28,False,True,False,True,False,False,False,False,False,False,UPI_APP,IOS_MOBILE,MPIN,INDIVIDUAL_P2P,IMPS,SOUTH_INDIA,DIGITAL_WALLET,Mistyped one digit of recipient mobile phone number while sending money via UPI to my brother.,train
BENCH_02109,IMPERSONATION,True,13192.47,12,1853,4,18,1,1322.98,9.97,0,0,0,0,617,5.2,0,0,0.61,0.39,0.43,0.78,0.94,False,True,False,True,False,False,False,False,False,False,MOBILE_BANKING,MAC_DESKTOP,MPIN,NEW_UNVERIFIED_VPA,RTGS,WEST_INDIA,SAVINGS,Person claiming to be bank fraud prevention executive called saying unauthorized debit occurred and asked to confirm security code.,train
BENCH_01619,UPI_FRAUD,True,42054.44,14,844,8,30,4,20117.69,2.09,12,0,0,0,656,26.2,0,0,0.42,0.25,0.47,0.41,0.79,False,True,True,True,False,False,False,False,True,False,UPI_APP,MAC_DESKTOP,MPIN,UNKNOWN_THIRD_PARTY,UPI_INTENT,INTERNATIONAL_IP,SALARY,Received a request claiming to be from a prospective buyer on an online marketplace asking me to approve a collect request to receive advance payment.,train
BENCH_01215,LEGITIMATE,False,844.38,23,620,7,14,1,892.89,0.95,706,39,0,0,227,11.6,0,0,0.17,0.02,0.08,0.23,0.05,True,False,False,True,False,False,False,False,False,False,MOBILE_BANKING,IOS_MOBILE,SMS_OTP,MERCHANT_P2M,NEFT,WEST_INDIA,SAVINGS,Sent money to college fee portal via net banking. Awaiting confirmation receipt from the university finance desk.,train
BENCH_02804,ACCOUNT_TAKEOVER,True,405934.29,2,1414,7,22,8,61714.1,6.58,0,0,4,4,1,422.1,0,0,0.9,0.81,0.95,0.9,0.98,True,True,True,True,False,False,True,True,False,True,NET_BANKING,WINDOWS_DESKTOP,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,IMPS,INTERNATIONAL_IP,SALARY,Attacked by malware that intercepted SMS notifications and initiated transfers from my mobile banking app.,train
BENCH_01061,LEGITIMATE,False,1650.97,14,727,8,35,2,1708.3,0.97,412,29,0,0,1160,12.0,0,0,0.16,0.08,0.1,0.14,0.14,False,False,False,True,False,False,False,False,False,False,UPI_APP,IOS_MOBILE,BIOMETRIC_FINGERPRINT,UTILITY_BILLER,IMPS,SOUTH_INDIA,DIGITAL_WALLET,Sent money to college fee portal via net banking. Awaiting confirmation receipt from the university finance desk.,train
BENCH_02504,INVESTMENT_FRAUD,True,42502.32,23,743,3,7,3,6427.06,6.61,8,1,0,0,711,2.4,0,0,0.5,0.19,0.63,0.87,0.87,False,True,False,True,False,False,False,False,False,False,NET_BANKING,MAC_DESKTOP,SMS_OTP,NEW_UNVERIFIED_VPA,UPI_INTENT,INTERNATIONAL_IP,CURRENT,Added to a private messaging investment channel promising 200% returns in 7 days through algorithmic crypto arbitrage trading.,train
BENCH_01571,UPI_FRAUD,True,54047.71,19,1442,7,28,1,14504.61,3.73,8,1,0,0,770,1.1,0,0,0.35,0.23,0.3,0.54,0.9,False,True,True,True,False,False,False,False,True,False,UPI_APP,IOS_MOBILE,MPIN,UNKNOWN_THIRD_PARTY,UPI_INTENT,INTERNATIONAL_IP,SAVINGS,Someone posing as a restaurant refund agent sent a collect link on my messaging app saying money will be returned.,train
BENCH_02540,INVESTMENT_FRAUD,True,653029.03,20,591,8,12,1,237452.39,2.75,9,3,0,0,770,16.7,0,0,0.42,0.28,0.36,0.63,0.81,False,True,False,True,False,False,False,False,False,False,UPI_APP,IOS_MOBILE,SMS_OTP,UNKNOWN_THIRD_PARTY,NEFT,SOUTH_INDIA,SALARY,Investment advisor in VIP trading group recommended exclusive institutional equity allocation requiring transfer to partner accounts.,train
BENCH_02645,ACCOUNT_TAKEOVER,True,481600.9,4,527,8,27,7,107202.36,4.49,0,0,4,2,0,981.1,0,0,0.73,0.84,0.95,0.97,0.97,True,True,True,True,True,True,True,True,True,True,MOBILE_BANKING,ANDROID_MOBILE,SMS_OTP,UNKNOWN_THIRD_PARTY,IMPS,NORTH_INDIA,DIGITAL_WALLET,Received repeated OTP requests while asleep; woke up to find net banking password reset and beneficiary added without consent.,train
BENCH_02117,IMPERSONATION,True,349307.96,12,2069,5,9,1,97801.69,3.57,1,0,0,0,415,12.0,0,0,0.46,0.22,0.39,0.56,0.72,False,True,False,True,True,False,False,False,False,False,NET_BANKING,TABLET,MPIN,UNKNOWN_THIRD_PARTY,NEFT,CENTRAL_INDIA,SALARY,Caller stated they were from credit card department offering zero interest rate conversion; asked to verify identity details.,train
BENCH_01250,LEGITIMATE,False,14654.59,12,1482,8,14,1,20290.97,0.72,48,41,0,0,1106,9.6,0,0,0.13,0.14,0.06,0.23,0.12,False,False,False,True,False,False,False,False,False,False,POS,IOS_MOBILE,BIOMETRIC_FINGERPRINT,INDIVIDUAL_P2P,IMPS,WEST_INDIA,DIGITAL_WALLET,Routine medical insurance premium payment made online; bank notification received immediately.,train
BENCH_02609,INVESTMENT_FRAUD,True,29133.35,9,964,5,16,1,13038.73,2.23,4,3,0,0,288,15.8,0,0,0.44,0.38,0.47,0.57,0.7,False,False,False,True,False,False,False,False,True,False,NET_BANKING,IOS_MOBILE,SMS_OTP,NEW_UNVERIFIED_VPA,UPI_INTENT,WEST_INDIA,SALARY,Joined forex trading pool after viewing profit screenshots. Platform showed huge balance but blocked withdrawals demanding tax fees.,train
BENCH_01221,LEGITIMATE,False,12115.24,17,1354,2,14,1,12763.6,0.95,762,29,0,0,370,11.3,0,0,0.19,0.14,0.17,0.18,0.11,False,False,False,True,False,False,False,False,False,False,UPI_APP,ANDROID_MOBILE,MPIN,INDIVIDUAL_P2P,UPI_INTENT,SOUTH_INDIA,SALARY,Purchased an electronic gadget from an e-commerce festival sale. Payment deducted twice from savings account.,train
BENCH_01441,UPI_FRAUD,True,45039.65,8,1495,5,30,1,25857.54,1.74,7,0,0,0,428,17.6,0,0,0.35,0.21,0.3,0.44,0.96,False,True,True,False,False,False,False,False,True,False,UPI_APP,TABLET,MPIN,UNKNOWN_THIRD_PARTY,UPI_INTENT,INTERNATIONAL_IP,CURRENT,"Scanned a QR code received over chat believing it was to receive cash prize reward, but ₹45,039.65 was deducted instantly.",train
BENCH_02055,PHISHING,True,22309.18,19,1296,11,27,2,3966.72,5.62,2,0,4,2,41,63.6,0,0,0.62,0.57,0.67,0.78,0.96,False,True,True,True,True,True,True,True,True,False,PAYMENT_GATEWAY,IOS_MOBILE,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,NEFT,EAST_INDIA,SAVINGS,Clicked a notification link warning my SIM card will be deactivated within 24 hours due to pending identity verification.,train
BENCH_02300,IMPERSONATION,True,45782.23,11,2031,3,11,1,13007.33,3.52,1,0,0,0,1151,20.3,0,0,0.68,0.28,0.3,0.82,0.81,False,True,False,True,False,False,False,False,False,True,MOBILE_BANKING,WINDOWS_DESKTOP,MPIN,UNKNOWN_THIRD_PARTY,IMPS,WEST_INDIA,CURRENT,Person claiming to be bank fraud prevention executive called saying unauthorized debit occurred and asked to confirm security code.,train
BENCH_02736,ACCOUNT_TAKEOVER,True,52411.17,5,1349,11,21,7,6144.15,8.53,0,0,2,4,0,199.8,0,0,0.88,0.91,0.8,0.97,0.81,True,True,True,True,True,False,True,True,False,False,MOBILE_BANKING,WINDOWS_DESKTOP,SMS_OTP,UNKNOWN_THIRD_PARTY,RTGS,EAST_INDIA,DIGITAL_WALLET,Received repeated OTP requests while asleep; woke up to find net banking password reset and beneficiary added without consent.,train
BENCH_01302,LEGITIMATE,False,1981.86,17,1055,6,17,2,2032.92,0.97,97,27,0,0,505,1.6,0,0,0.03,0.13,0.08,0.24,0.05,False,False,False,True,False,False,False,False,False,False,NET_BANKING,ANDROID_MOBILE,BIOMETRIC_FINGERPRINT,INDIVIDUAL_P2P,UPI_INTENT,SOUTH_INDIA,DIGITAL_WALLET,Tried paying for flight ticket booking during promotion. Amount debited but airline PNR not generated yet.,train
BENCH_01540,UPI_FRAUD,True,2098.26,11,1310,10,27,2,871.04,2.41,6,1,0,0,284,12.9,0,0,0.33,0.11,0.35,0.37,0.87,False,True,False,False,False,False,False,False,True,False,UPI_APP,WINDOWS_DESKTOP,MPIN,UNKNOWN_THIRD_PARTY,UPI_COLLECT,WEST_INDIA,SAVINGS,A buyer on classifieds app insisted on paying via dynamic QR code and instructed me to enter my UPI MPIN to claim funds.,train
BENCH_01698,UPI_FRAUD,True,65783.94,20,764,2,19,4,30951.42,2.13,12,0,0,0,616,13.0,0,0,0.5,0.23,0.34,0.49,0.91,False,True,False,False,False,False,False,False,False,False,UPI_APP,WINDOWS_DESKTOP,MPIN,UNKNOWN_THIRD_PARTY,UPI_INTENT,CENTRAL_INDIA,CURRENT,Contacted fake helpline found on social media for utility bill delay; executive sent a collect request stating it is verification.,train
BENCH_02781,ACCOUNT_TAKEOVER,True,571285.11,6,944,10,26,4,140000.06,4.08,0,0,3,4,1,1048.9,1,0,0.8,0.77,0.87,0.83,0.9,True,True,True,True,True,True,True,True,False,True,MOBILE_BANKING,WINDOWS_DESKTOP,SMS_OTP,UNKNOWN_THIRD_PARTY,RTGS,SOUTH_INDIA,DIGITAL_WALLET,Suddenly lost cellular mobile network connectivity; discovered later an unauthorized duplicate e-SIM swap had been executed.,train
BENCH_02137,IMPERSONATION,True,83032.9,15,2956,6,14,3,21405.09,3.88,2,0,0,0,223,8.7,0,0,0.59,0.25,0.33,0.85,0.72,False,True,False,True,False,False,False,False,False,True,UPI_APP,MAC_DESKTOP,SMS_OTP,UNKNOWN_THIRD_PARTY,NEFT,CENTRAL_INDIA,DIGITAL_WALLET,Caller stated they were from credit card department offering zero interest rate conversion; asked to verify identity details.,train
BENCH_02845,WRONG_TRANSFER,False,25927.94,13,701,1,17,2,22781.12,1.14,0,1,0,0,762,4.1,0,0,0.21,0.18,0.06,0.18,0.22,False,True,False,True,False,False,False,False,False,False,NET_BANKING,ANDROID_MOBILE,MPIN,INDIVIDUAL_P2P,UPI_INTENT,SOUTH_INDIA,CURRENT,Accidentally selected the wrong saved beneficiary with a similar name from my banking contact list.,train
BENCH_01541,UPI_FRAUD,True,24677.09,20,1230,8,28,4,10990.09,2.25,0,1,0,0,476,8.6,1,0,0.33,0.29,0.3,0.66,0.86,False,True,False,True,False,False,False,False,True,False,UPI_APP,TABLET,MPIN,UNKNOWN_THIRD_PARTY,UPI_INTENT,CENTRAL_INDIA,SAVINGS,"Scanned a QR code received over chat believing it was to receive cash prize reward, but ₹24,677.09 was deducted instantly.",train
BENCH_02367,INVESTMENT_FRAUD,True,58630.73,21,1863,7,21,1,8881.79,6.6,14,3,0,0,233,12.2,0,0,0.72,0.29,0.62,0.62,0.8,False,True,False,True,False,False,False,False,False,False,UPI_APP,MAC_DESKTOP,MPIN,UNKNOWN_THIRD_PARTY,NEFT,CENTRAL_INDIA,SAVINGS,Offered a part-time remote job involving rating hotels and liking videos; required to deposit increasing funds to unlock commissions.,train
BENCH_01828,PHISHING,True,154131.34,17,1144,5,23,3,42321.71,3.64,4,0,3,2,7,77.8,0,0,0.68,0.58,0.63,0.77,0.95,False,True,False,True,True,True,True,True,True,True,PAYMENT_GATEWAY,IOS_MOBILE,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,IMPS,INTERNATIONAL_IP,SALARY,Clicked a notification link warning my SIM card will be deactivated within 24 hours due to pending identity verification.,train
BENCH_02510,INVESTMENT_FRAUD,True,143238.33,19,1015,7,27,1,43830.1,3.27,13,3,0,0,683,29.0,0,0,0.58,0.24,0.26,0.62,0.9,False,False,False,True,False,False,False,False,False,False,UPI_APP,ANDROID_MOBILE,SMS_OTP,NEW_UNVERIFIED_VPA,IMPS,EAST_INDIA,SALARY,Saw social media influencer advertisement about high-yield pre-IPO stock allotment group. Transferred initial margin money.,train
BENCH_02279,IMPERSONATION,True,425627.59,19,2148,2,14,1,52755.09,8.07,0,0,0,0,779,19.5,0,0,0.47,0.38,0.53,0.59,0.93,False,True,False,True,True,False,False,False,False,False,MOBILE_BANKING,WINDOWS_DESKTOP,SMS_OTP,UNKNOWN_THIRD_PARTY,IMPS,SOUTH_INDIA,SAVINGS,Person posing as an old school friend contacted on messaging app asking for immediate financial assistance for medical emergency.,train
